Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Rodrigo,br BRA,DF,34.0,33.5,4,,,,,,,,,0,0,Matches
Mádson,br BRA,"DF,MF",23.0,32.8,0,,,,,,,,,0,0,Matches
Luan Garcia,br BRA,DF,21.0,25.0,0,,,,,,,,,0,0,Matches
Serginho,br BRA,MF,28.0,22.0,0,,,,,,,,,0,0,Matches
Júlio César,br BRA,DF,32.0,22.1,2,,,,,,,,,0,0,Matches
Martín Silva,uy URU,GK,31.0,20.5,0,,,,,,,,,0,0,Matches
Julio dos Santos,py PAR,MF,31.0,18.4,0,,,,,,,,,0,0,Matches
Nenê,br BRA,"FW,MF",33.0,19.5,9,,,,,,,,,6,6,Matches
Christianno,br BRA,DF,23.0,19.3,0,,,,,,,,,0,0,Matches
Pablo Guiñazú,ar ARG,MF,36.0,18.6,0,,,,,,,,,0,0,Matches
Duvier Riascos,co COL,FW,28.0,16.3,4,,,,,,,,,0,0,Matches
André Luiz Tavares,br BRA,MF,31.0,17.1,1,,,,,,,,,0,0,Matches
Jorge Henrique,br BRA,"DF,FW",32.0,9.8,0,,,,,,,,,0,0,Matches
Rafael Silva,br BRA,FW,24.0,14.7,3,,,,,,,,,0,0,Matches
Anderson Salles,br BRA,DF,26.0,10.7,0,,,,,,,,,0,0,Matches
Bruno Gallo,br BRA,MF,26.0,10.5,0,,,,,,,,,0,0,Matches
Gilberto,br BRA,FW,25.0,9.8,0,,,,,,,,,0,1,Matches
Leandrão,br BRA,FW,31.0,8.8,1,,,,,,,,,0,0,Matches
Diguinho,br BRA,MF,31.0,8.4,0,,,,,,,,,0,0,Matches
Jordi Almeida,br BRA,GK,21.0,8.8,0,,,,,,,,,0,0,Matches
Jhon Cley,br BRA,MF,20.0,8.6,1,,,,,,,,,0,0,Matches
Dagoberto,br BRA,"FW,MF",31.0,6.5,0,,,,,,,,,0,0,Matches
Charles,br BRA,GK,20.0,8.7,0,,,,,,,,,0,0,Matches
Germán Herrera,ar ARG,FW,31.0,7.6,0,,,,,,,,,0,0,Matches
Lucas,br BRA,MF,26.0,5.7,1,,,,,,,,,0,0,Matches
Rafael Vaz,br BRA,DF,26.0,5.0,1,,,,,,,,,0,0,Matches
Emanuel Biancucchi,ar ARG,MF,26.0,3.8,1,,,,,,,,,0,0,Matches
Jomar,br BRA,DF,22.0,3.2,0,,,,,,,,,0,0,Matches
Aislan,br BRA,"DF,MF",27.0,2.6,0,,,,,,,,,0,0,Matches
Bruno Ferreira,br BRA,DF,20.0,2.5,0,,,,,,,,,0,0,Matches
Jean Patrick,br BRA,MF,22.0,1.7,0,,,,,,,,,0,0,Matches
Thalles,br BRA,FW,19.0,4.5,0,,,,,,,,,0,0,Matches
Jackson Caucaia,br BRA,MF,28.0,1.9,0,,,,,,,,,0,0,Matches
Marcinho,br BRA,MF,30.0,1.1,0,,,,,,,,,0,0,Matches
Yago Moreira Silva,br BRA,FW,20.0,1.6,0,,,,,,,,,0,0,Matches
Éder Luís,br BRA,"FW,MF",29.0,1.3,0,,,,,,,,,0,0,Matches
Bernardo,br BRA,MF,24.0,0.8,0,,,,,,,,,0,0,Matches
Mateus Vital,br BRA,"FW,MF",16.0,0.7,0,,,,,,,,,0,0,Matches
Felipe Seymour,cl CHI,MF,27.0,0.4,0,,,,,,,,,0,0,Matches
Romarinho,br BRA,FW,21.0,0.3,0,,,,,,,,,0,0,Matches
Renato Kayser,br BRA,"FW,MF",18.0,0.2,0,,,,,,,,,0,0,Matches
Squad Total,,,28.4,38.0,28,,,,,,,,,6,7,
Opponent Total,,,26.2,38.0,53,,,,,,,,,5,7,
